Date,Close/Last,Volume,Open,High,Low,Day
06/09/2021,164.0575,49110600,163.6435,164.879,163.535,325
06/10/2021,167.4825,69529600,164.1005,167.55,164.0575,326
06/11/2021,167.3415,56347040,167.4825,168.329,166.6725,327
06/14/2021,169.1935,51393100,167.3415,169.25,166.775,328
06/15/2021,169.1565,48524000,169.2,169.8493,168.1555,329
06/16/2021,170.7625,84055640,169.6,171.3175,168.0265,330
06/17/2021,174.462,102730620,170.159,174.86,170.05,331
06/18/2021,174.345,104954740,173.9995,175.35,173.6855,332
06/21/2021,172.698,65542600,173.821,174.1,171.7,333
06/22/2021,175.272,66901640,172.903,176.189,172.8045,334
06/23/2021,175.191,56266820,175.25,176.05,174.16,335
06/24/2021,172.454,76639980,175.382,176.243,171.5425,336
06/25/2021,170.073,78819940,173.2,173.241,169.709,337
06/28/2021,172.1945,44855860,170.8,172.4,170.6755,338
06/29/2021,172.407,41968780,171.941,172.8015,171.1515,339
06/30/2021,172.008,48079840,172.053,173.5801,171.75,340
07/01/2021,171.6485,40741060,171.7305,172.85,170.471,341
07/02/2021,175.549,63533940,172.582,175.586,171.846,342
07/06/2021,183.787,134895360,176.5055,184.274,176.45,343
07/07/2021,184.829,106561240,185.8689,186.71,183.9455,344
07/08/2021,186.5705,103612460,182.178,187.9993,181.056,345
07/09/2021,185.967,74964740,186.126,187.4,184.6698,346
07/12/2021,185.9275,51432700,187.2,187.8645,184.8396,347
07/13/2021,183.868,76918340,185.105,188.6539,183.566,348
07/14/2021,184.084,65931360,185.4425,185.883,183.0413,349
07/15/2021,181.56,63705840,184.71,184.77,181.046,350
07/16/2021,178.6815,80874120,181.6655,182.303,178.5228,351
07/19/2021,177.4795,75691900,176.629,177.5105,174.958,352
07/20/2021,178.6595,65113600,178.366,179.6,175.9,353
07/21/2021,179.26,46379780,178.8188,179.3225,177.1821,354
07/22/2021,181.9015,65307040,179.3615,182.001,179.1135,355
07/23/2021,182.832,48725840,182,183.3055,181.102,356
07/26/2021,184.991,58001360,183.6585,185.604,182.3625,357
07/27/2021,181.3195,82637800,184.925,184.925,179.3075,358
07/28/2021,181.516,59987560,181.689,182.921,180.05,359
07/29/2021,179.996,110399040,181.3875,181.8975,179.0005,360
07/30/2021,166.3795,199311860,167.3975,168.407,165.349,361
08/02/2021,166.574,67078300,167.655,167.946,165.85,362
08/03/2021,168.312,83146860,167.036,169.55,164.9885,363
08/04/2021,167.736,43678900,168.9675,169.444,167.278,364
08/05/2021,168.7995,48670060,167.811,169.45,167.046,365
08/06/2021,167.247,52752880,168.75,168.75,166.4519,366
08/09/2021,167.0935,42964400,167.1805,167.744,166.426,367
08/10/2021,166.034,48251020,167.2505,167.9,165.75,368
08/11/2021,164.6055,58944980,166.5724,166.885,163.8895,369
08/12/2021,165.175,46476460,164.5,165.7255,163.4835,370
08/13/2021,164.6985,41133980,165.2835,165.3033,164.15,371
08/16/2021,164.9495,66569880,164.15,165,160.5565,372
08/17/2021,162.098,67758440,163.875,164.0245,161.284,373
08/18/2021,160.061,56086220,162.0995,162.7049,160,374
08/19/2021,159.3875,75657240,159.701,161.65,159.1232,375
08/20/2021,159.9975,67168560,160.1937,160.3905,158.788,376
08/23/2021,163.2935,65362620,160.595,164.045,160.5003,377
08/24/2021,165.289,51036820,164,165.7747,163.729,378
08/25/2021,164.959,33606120,165.4935,166.05,164.3075,379
08/26/2021,165.8,41975220,164.95,166.6,164.8,380
08/27/2021,167.4815,48047380,166.6615,167.616,165.6875,381
08/30/2021,171.0785,63844880,167.8713,172.25,167.761,382
08/31/2021,173.5395,87128260,171.24,173.629,169.7795,383
09/01/2021,173.95,72598220,174.8198,176.35,173.762,384
09/02/2021,173.156,58511880,174.738,175.598,172.75,385
09/03/2021,173.9025,51566480,172.6,174.1335,171.822,386
09/07/2021,175.4645,54823680,173.9,176.4045,173.847,387
09/08/2021,176.275,61067280,175.5825,177.2815,174.7835,388
09/09/2021,174.208,54384820,176.301,177.4995,174.0185,389
09/10/2021,173.4575,47945380,175.0915,175.4225,173.1453,390
09/13/2021,172.8585,51380440,174.14,174.898,171.9,391
09/14/2021,172.5,38737940,173.7775,174.3403,171.8855,392
09/15/2021,173.7895,59150740,172.126,174.271,170.1005,393
09/16/2021,174.412,51671960,172.998,174.6275,172.3072,394
09/17/2021,173.126,92331120,174.4208,174.8705,172.6065,395
09/20/2021,167.7865,93382600,169.8,170.95,165.2505,396
09/21/2021,167.1815,55617560,168.75,168.985,166.6195,397
09/22/2021,169.0025,48228060,167.55,169.45,167.0525,398
09/23/2021,170.8,47588280,169.0025,171.448,169.0025,399
09/24/2021,171.276,42324820,170.1005,171.463,169.67,400
09/27/2021,170.29,72689000,168.575,170.7785,166.9805,401
09/28/2021,165.798,88616380,167.8855,168.4595,164.505,402
09/29/2021,165.056,51245360,166.1055,167.565,164.8935,403
09/30/2021,164.252,56940660,165.8,166.3925,163.6995,404
10/01/2021,164.163,56712340,164.4505,165.4587,162.797,405
10/04/2021,159.489,90461140,163.9695,163.9995,158.8125,406
10/05/2021,161.05,65384160,160.225,163.0365,160.1232,407
10/06/2021,163.1005,50659540,160.6765,163.217,159.931,408
10/07/2021,165.1215,48181500,164.577,166.2873,164.153,409
10/08/2021,164.431,39964340,165.85,166.0715,164.41,410
10/11/2021,162.315,40684060,163.75,164.6295,161.905,411
10/12/2021,162.3665,36391420,162.85,163.3764,161.814,412
10/13/2021,164.214,48501720,163.4855,164.419,163.0544,413
10/14/2021,164.993,42240400,165.1227,165.63,164.539,414
10/15/2021,170.451,103598820,165.571,170.521,165.2,415
10/18/2021,172.337,63482300,169.4179,172.4585,169.255,416
10/19/2021,172.2075,47721580,171.7145,172.7345,171.1,417
10/20/2021,170.753,42795540,172.633,173.143,170.0185,418
10/21/2021,171.7505,37627700,170.7125,172.014,170.15,419
10/22/2021,166.7775,62781060,171.05,171.492,166.565,420
10/25/2021,166.0185,44519120,166.75,167.39,164.885,421
10/26/2021,168.8035,53966840,167.4755,170.806,167.199,422
10/27/2021,169.6245,54044480,169.4,171.85,168.5727,423
10/28/2021,172.3285,114174660,170.1048,173.95,169.3,424
10/29/2021,168.6215,129721540,165.001,168.741,163.666,425
11/01/2021,165.9055,72177580,168.09,168.793,164.601,426
11/02/2021,165.6375,52551800,165.7505,166.5557,164.1775,427
11/03/2021,169.2,67943780,165.45,169.746,164.876,428
11/04/2021,173.85,107060400,168.5,174.9313,168.25,429
11/05/2021,175.9495,99939020,173.85,178.3125,173.849,430
11/08/2021,174.449,61479840,176.162,178.95,174.393,431
11/09/2021,178.8115,85898440,175.7625,179.6885,175.0713,432
11/10/2021,174.1025,80548440,178.1935,180.2725,173.1545,433
11/11/2021,173.625,45288120,175.65,177.162,173.3735,434
11/12/2021,176.2575,53788680,174.25,177.0363,172.3525,435
11/15/2021,177.284,58594380,176.85,179.694,176.2905,436
11/16/2021,177.035,44341420,176.95,178.825,176.2573,437
11/17/2021,177.45,51205400,178.236,179.3623,177.2675,438
11/18/2021,184.803,114070760,178.3175,185.21,178.05,439
11/19/2021,183.8285,98924060,185.6345,188.1073,183.786,440
11/22/2021,178.6285,96957000,183.8189,185.6728,178.375,441
11/23/2021,179.002,73844920,179.252,181.0525,176.3855,442
11/24/2021,179.0205,46560360,178.1335,180.682,176.8425,443
11/26/2021,175.228,59825940,180.1048,181.675,175.2075,444
11/29/2021,178.0785,65311140,177.3822,179.8,176.575,445
11/30/2021,175.3535,80022140,178.175,179.2885,174.6005,446
12/01/2021,172.186,75139900,177.25,177.994,172.08,447
12/02/2021,171.868,64725760,173,174.635,171.1875,448
12/03/2021,169.4895,80711000,172.75,173.4932,166.93,449
12/06/2021,171.3685,68860000,169.65,173.6955,166.9345,450
12/07/2021,176.1645,66410720,174.6,177.4995,173.3345,451
12/08/2021,176.158,45253660,176.1505,177.18,174.7505,452
12/09/2021,174.171,46061820,175.75,176.9695,174.1395,453
12/10/2021,172.212,60689760,175.417,175.927,170.5,454
